QKEY,INTERVIEW_START_W116,INTERVIEW_END_W116,DEVICE_TYPE_W116,LANG_W116,FORM_W116,XCITIZEN_W116,XW78NONRESP_W116,XW91NONRESP_W116,SATIS_W116,POL1JB_W116,POL1JBSTR_W116,INSTN_CHR_W116,INSTN_CLGS_W116,INSTN_K12_W116,INSTN_LBRUN_W116,INSTN_TECHCMP_W116,INSTN_SMBUS_W116,INSTN_BNKS_W116,INSTN_MIL_W116,INSTN_LGECRP_W116,MIDCMPGN_W116,MATTERSCONG_W116,CONG_W116,CONGA_W116,PLAN1_W116,HOWPLANVOTE_W116,HOWVOTED_W116,PLANABSENT_W116,FIRSTVOTE22_W116,POL10_W116,REPCONGEX_W116,DEMCONGEX_W116,ISSUECONG_ABTN_W116,ISSUECONG_ECON_W116,ISSUECONG_IMM_W116,ISSUECONG_HEALTH_W116,ISSUECONG_RCE_W116,ISSUECONG_TINVEST2_W116,ISSUECONG_EDUC_W116,ISSUECONG_ENG_W116,ISSUECONG_BINVEST1_W116,ISSUECONG_GUN_W116,ISSUECONG_SCOTUS_W116,ISSUECONG_GOV_W116,ISSUECONG_DEMO_W116,ISSUECONG_CLIM_W116,ISSUECONG_BINVEST2_W116,ISSUECONG_FP_W116,ISSUECONG_COV_W116,ISSUECONG_CRIM_W116,ISSUECONG_VTPOL_W116,ISSUECONG_TINVEST1_W116,DRLEAD_W116,WOMENOBS_W116,OPENIDEN_W116,GOODEVIL_W116,POORASSIST_W116,SUPERPWR_W116,WHADVANT_W116,THERMTRUMP_W116,THERMTRUMP_REFUSED_W116,THERMBIDEN_W116,THERMBIDEN_REFUSED_W116,VTADMIN_COM_W116,VTADMIN_US_W116,VOTETRAITS_a_W116,VOTETRAITS_b_W116,VOTETRAITS_c_W116,VOTETRAITS_d_W116,VTCOUNT_INP_W116,VTCOUNT_ABS_W116,VTEASY_W116,CONCEDECONG_W116,ECON1_W116,ECON1B_W116,PERSFNC_W116,PERSFNCB_W116,ECONCONC_PRICE_W116,ECONCONC_UNEM_W116,ECONCONC_LAB_W116,ECONCONC_ENG2_W116,ECONCONC_SHTG_W116,ECONCONC_REAL_W116,ECONCONC_STCK_W116,ALLIES_W116,ISLMVIOL_W116,REGULATE_W116,WAGEGAP_a_W116,WAGEGAP_b_W116,WAGEGAP_c_W116,VTPPL1_W116,VTPPL2_SUM_W116,ELRULE_FAIR_W116,ELRULE_EASE_W116,ELRULE_PTY_W116,CANDHOUKN_W116,CANDHOUSAT_W116,PREDELEC_a_W116,PREDELEC_b_W116,GAYMARR2_W116,MARIJUANA3_W116,EMPLSIT_W116,BOSS_W116,PRESSURESELF_a_W116,PRESSURESELF_b_W116,PRESSURESELF_c_W116,JAN6ATTN_W116,JAN6CMTHEAR_W116,JAN6CONFCM_W116,JAN6_DTRESP_W116,CHINA_RIGHTS_W116,CHINA_ECONCOMP_W116,CHINA_MILPOWER_W116,CHINA_TAIWAN_W116,CHINA_RUSSIA_W116,CHINA_XI_W116,VISITS2_W116,REG_W116,PLANREG_W116,VOTE_MOTIV_W116,HORSE_W116,ERNLAB_CPS_W112,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_VOTED2020,F_VOTEGEN2020,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W116
202001015760,10/11/2022 19:20:49,10/11/2022 19:35:27,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2, , ,1,1,1, ,1,2, , ,2,3,3,3,3,1,1, , , ,1,1,2, , , , , , ,1,4,1,1,4,1,1,1,2,2,1,4,90, ,0, ,2,3,1,1,1,1,2,3, ,2,4,3,3,3,1,3,2,1,1,2,2,1,2,2,3,1,3,2, , ,3,3,2,1,1,1,3,2,1,2,2,2,2,1,1,4,3,2,1,1,1,1,1,1,1, ,1,1,2,1,3,5,2,3,2,2,3,2, ,1,1,1,1,1,3,1,1,1,4,1, ,1,1,1,1,8,2,1,2,2,1.0391420956368338
202001015886,10/12/2022 16:57:42,10/12/2022 17:08:31,2,1,2,1,1,2,1,1,1,2,2,2,1, , , ,1,2,1,1,2, ,1,1, , ,2,1,4,2,1,2,2,1,2,1, , , ,1,2,4,1,1,4, , , , , ,2,2,1,2,1,2,1,0, ,85, ,2,2, , , , , , ,2,1,3,1,2,1,2,2,2,3,3,2,3,1,2,1,3,3,2, ,2,2, , ,1,1,2,1,1,1,1,3,1,2,2,3,1,1,1,3,2,3,2,2,3,1,1, ,1,2,2,1,3,5,1,3,1,1,6,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,2, ,9,5,1,2,3,0.750137591548437
202001015890,10/11/2022 17:30:34,10/11/2022 17:47:23,2,1,2,1,1,2,2,1,2,2,1,1,2, , , ,1,2,2,1,2, ,1,1, , ,2,3,2,3,1,99,4,1,1,1, , , ,2,1,2,1,1,3, , , , , ,1,1,1,2,1,1,1,0, ,75, ,1,1, , , , , , ,2,1,3,2,3,3,2,1,1,2,2,2,2,1,2,1,1,1,1, ,1,2, , ,3,3,1,1,2,1,5, , , , ,3,1,1,1,1,1,1,1,1,1,99,1, ,1,2,2,1,3,7,1,4,1,3,2,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,3,99, ,2,3,2,2,1,0.7096892150232009
202001015919,10/11/2022 18:27:47,10/11/2022 18:38:08,2,1,2,1,2,2,2,2,1,2,2,2,2, , , ,1,2,2,1,1, ,1,2, , ,2,3,4,4,1,1,2,2,3,3, , , ,1,2,1,1,4,3, , , , , ,1,1,2,1,3,1,4,85, ,10, ,2,3, , , , , , ,2,3,4,2,3,1,1,3,4,1,3,3,2,1,1,1,2,3,2, ,3,1, , ,3,2,1,1,4,3,1,3,1,4,2,1,2,3,3,1,1,1,2,1,1,1,1, ,3,1,2,1,3,7,2,2,1,2,3,1,6,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,2,2,1,0.3328519526271753
202001015926,10/14/2022 14:57:22,10/14/2022 15:08:52,2,1,2,1,1,2,2,2,1,1,2,2,2, , , ,2,2,1,1,1, ,1,4, , ,2,2,1,2,1,1,1,3,3,4, , , ,1,1,1,1,4,1, , , , , ,1,1,2,1,2,1,99,90, ,0, ,3,4, , , , , , ,2,2,4,2,3,3,1,3,2,1,1,1,1,2,1,2,1,1,3, ,3,1, , ,2,2,1,1,4,3,2,3,4,4,4,1,1,4,3,1,1,1,1,1,1,1,1, ,1,1,2,2,3,5,3,4,2,2,3,2, ,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,9,1,4,1,2,1.1937464388059178
202001015974,10/15/2022 12:14:00,10/15/2022 12:26:59,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2, , ,4,4,4,4,3, , , , ,3,5,4,2,2,2, , , ,2,2,3, , , , , , ,3,3,2,3,3,3,2,1,1,3,1,2,0, ,50, ,3,3,2,2,2,2,3,3, ,3,3,1,2,1,1,3,3,2,3,1,3,1,2,2,3,3,3,3, , ,3,3,4,4,2,2,3,2,1,3,1,2,1,2,3,3,1,3,3,3,3,3,3,2,1, ,5,4,2,1,3,5,2,2,2,3,2,1,2,1,5,3,1,1,6,2,2,2,4,3,2,2,3,2, ,3,1,2,2,2,0.7188299896563453
202001016089,10/13/2022 10:03:50,10/13/2022 10:26:58,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1, , ,3,3,2, ,1,3, ,3,1,1,3,2,2,1,2, , , ,1,1,2, , , , , , ,1,2,1,2,2,2,1,1,2,1,2,1,50, ,80, ,2,2,1,2,2,2,2,2, ,2,3,1,2,3,1,3,2,1,2,1,3,1,2,1,1,2,2,2, , ,3,3,3,2,2,1,2,1,2,3,4,2,3,2,1,2,1,2,2,1,2,2,3,2,1, ,4,2,2,1,1,2,2,1,1,2,3,2, ,3,3,5,1,4,6,2,1,2,3,2, ,2,4,2, ,9,4,1,2,2,2.938425054463082
202001016127,10/11/2022 23:20:47,10/11/2022 23:30:11,2,1,2,1,2,2,2,2,1,1,2,2,1, , , ,1,1,1,1,1, ,1,2, , ,2,2,5,5,2,1,1,4,4,4, , , ,1,2,1,1,4,1, , , , , ,1,1,2,1,2,1,4,100, ,0, ,2,2, , , , , , ,2,3,3,1,2,1,1,1,1,1,1,1,4,2,2,2,1,1,2, ,2,1, , ,2,1,1,1,1,1,1,1,1,1,1,1,2,4,3,4,1,2,3,1,4,1,1, ,1,1,2,1,4,8,3,2,1,2,3,2, ,1,1,1,1,1,1,3,2,4,4,1, ,1,1,1,1,5,1,3,1,2,1.0677143625692191
202001016204,10/11/2022 15:36:00,10/11/2022 17:07:57,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1, , ,3,1,4,4,3, , , , ,2,5,1,1,1,1, , , ,1,1,1, , , , , , ,4,4,1,4,4,2,2,1,2,1,1,4,0, ,0, ,4,4,1,2,2,2,4,4, ,4,4,3,4,3,1,2,1,1,1,1,1,1,2,1,3,3,3,4, , ,3,3,4,4,2,2,4,1,1,2,1,2,1,1,3,4,2,2,1,2,3,2,1,2,1, ,3,4,2,1,2,4,1,1,2,2,3,2, ,1,1,1,1,1,2,1,2,1,5,4,2,2,3,2, ,2,3,1,2,1,2.2588463811581367
202001016277,10/11/2022 18:39:30,10/11/2022 18:58:15,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1, , ,1,1,1, ,1,1, , ,2,3,3,5,3,1,1, , , ,1,1,2, , , , , , ,2,3,1,1,4,1,1,2,1,3,1,4,40, ,10, ,1,3,1,1,2,1,1,2, ,3,4,2,3,2,1,2,2,1,1,1,1,1,1,2,2,1,3,2, , ,3,3,2,2,1,1,3,3,1,1,1,1,1,1,1,4,3,3,1,2,1,1,2,1,1, ,1,1,2,1,3,7,2,4,1,99,99,1,2,1,1,3,1,1,1,1,1,1,2,1, ,1,1,1,1,99,2,2,2,99,0.16520525713271628
202001016302,10/13/2022 21:41:05,10/13/2022 22:16:11,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2, , ,2,3, , , , , , , , ,3,3, , , , , , , , , , , , , , , , , , , , ,1,2,2,2,1,1,2,4, ,5, ,2,2,1,2,1,2,1,2, ,2,2,2,3,2,3,2,2,2,3,4,2,2,2,2,2,1,2,2, , ,1,1,3,2,2,2,3,2,3, , , , ,1,2,3,2,1,3,1,2,2,1,1, , , , ,2,1,3,5,1,2,1,1,6,2, ,3,1,1,2,4,3,9, ,3,4,3,1,1,2, , ,9,4,3,2,3,0.9840920021716806
202001016386,10/11/2022 15:49:55,10/11/2022 16:18:20,2,1,2,1,1,2,2,2,1,2,2,2,2, , , ,2,2,1,1,1, ,1,2, , ,2,3,5,5,2,1,1,2,4,4, , , ,1,2,1,1,3,2, , , , , ,1,1,2,1,2,1,4,60, ,0, ,2,2, , , , , , ,1,1,4,2,2,2,1,4,3,1,1,1,1,2,1,2,2,1,3, ,2,1, , ,1,2,1,1,2,2,5, , , , ,1,3,4,3,4,1,1,2,1,4,1,1, ,1,1,2,1,1,2,2,3,1,2,4,2, ,1,1,1,1,1,1,4,2,4,5,1, ,1,1,1,1,9,2,2,2,3,1.0668350263824045
202001016406,10/11/2022 15:21:00,10/11/2022 15:33:35,2,1,2,1,1,2,1,1,1,2,1,1,2, , , ,1,2,2,1,2, ,1,2, , ,2,1,3,3,1,1,2,1,1,1, , , ,1,1,2,1,2,3, , , , , ,2,2,1,1,3,1,1,0, ,100, ,1,2, , , , , , ,3,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,3,3,1, ,1,1, , ,2,2,2,2,1,1,5, , , , ,3,1,1,1,1,2,1,1,1,2,1,1, ,1,2,2,1,1,1,3,3,2,1,6,2, ,1,1,1,1,1,6,2,2,2,5,2, ,2,4,1,2,9,4,2,1,3,0.7076710267935885
202001016416,10/13/2022 16:37:31,10/13/2022 16:47:39,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2, , ,3,3,1, ,3, , , , ,3,4,3,2,1,2, , , ,2,2,2, , , , , , ,2,4,2,3,4,3,1,1,1,2,1,3,80, ,30, ,2,4,2,1,1,1,2,3, ,2,4,3,3,1,1,1,2,1,2,1,1,2,1,2,1,2,3,2, , ,3,3,3,3,1,1,2,1,3, , , , ,1,2,4,2,2,1,1,1,1,1,2,3,2, , ,2,1,2,4,1,1,1,1,5,2, ,1,1,1,1,1,6,1,1,1,3,4,1,1,1,1,1,1,2,1,1,1,1.5577701792638272
202001016427,10/16/2022 07:51:26,10/16/2022 21:31:19,2,1,1,1,2,2,2,99, ,1,2,2,2,2,1,2, , ,2,4,4,4,1,2, , ,2,99,4,4,1,1,2, , , ,1,1,2, , , , , , ,1,4,2,2,1,99,2,1,1,99,99,1, ,99, ,99,99,99,1,99,99,99,99,3, ,1,4,2,3,1,1,1,2,1,2,2,2,1,99,99,99,99,1,99, , ,99,99,3,3,99,99,99,99,2,2,2,3,3,99,2,99,99,1,2,1,1,1,1,2,1, ,2,4,2,1,1,2,2,2,2,1,5,2, ,4,3,5,1,4,1,1,1,1,2,3,99,9,9,1,1,8,3,2,1,2,0.7460934198492337
202001016443,10/11/2022 18:21:00,10/11/2022 18:54:05,2,1,2,1,2,2,1,1,1,2,1,1,1, , , ,1,2,1,1,2, ,1,2, , ,2,1,4,3,1,2,2,1,2,1, , , ,2,1,2,1,1,4, , , , , ,2,2,1,1,1,2,2,0, ,80, ,1,2, , , , , , ,2,1,3,1,3,1,1,3,4,1,3,2,3,1,2,1,3,3,1, ,2,1, , ,3,3,2,2,1,1,1,2,3,2,2,2,2,3,1,2,2,2,2,2,2,1,2,1,2, ,2,1,3,7,1,1,1,1,5,1,1,1,1,3,1,1,6,12, ,3,5,2, ,2,4,1,2,3,4,1,1,2,0.28323259623918473
202001016444,10/16/2022 19:55:08,10/16/2022 20:08:42,2,1,1,1,1,2,2,1,1,99,1,1,99,99,1,99, , ,1,1,2, ,1,2, , ,2,1,99,3,1,1,2, , , ,1,1,3, , , , , , ,2,1,1,1,1,2,2,1,2,3,99,1,0, ,75, ,2,2,1,1,99,1,2,3, ,1,3,3,2,3,1,1,2,1,2,1,2,1,2,1,99,99,1,2, , ,3,3,2,3,99,99,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,99,99,1, ,1,2,2,1,1,2,2,3,2,2,3,2, ,1,1,1,1,1,1,12, ,3,2,4,2,2,4,1,2,3,4,2,2,2,0.8478480314414943
202001016448,10/11/2022 15:28:20,10/11/2022 15:35:03,1,1,2,1,2,2,2,1,1,2,1,2,1, , , ,1,2,1,1,2, ,1,3, ,4,2,1,5,3,1,1,1,1,1,2, , , ,1,1,4,1,1,4, , , , , ,2,2,1,2,1,2,1,0, ,90, ,1,1, , , , , , ,1,1,3,1,1,3,2,4,2,2,4,1,1,1,2,1,2,2,1, ,1,1, , ,1,1,2,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1, ,2,2,1,2,3,3,1,1,6,2, ,1,1,1,1,1,1,10, ,3,6,2, ,2,4,1,2,9,4,1,2,3,0.7505564144489398
202001016470,10/15/2022 18:21:23,10/15/2022 18:29:39,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2, , ,1,1,2, ,1,2, , ,2,1,2,3,2,2,1, , , ,1,1,4, , , , , , ,2,2,3,1,1,2,2,1,1,1,2,1,5, ,83, ,1,1,1,2,1,1,1,2, ,1,3,2,2,3,2,4,3,3,3,1,3,1,2,1,2,2,1,1, , ,3,3,1,1,2,1,1,1,1,2,4,2,3,2,2,1,1,2,3,3,3,1,3,1,1, ,1,2,2,1,1,1,2,1,2,1,6,2, ,1,1,1,1,1,6,1,1,1,2,2, ,2,4,1,2,1,5,1,1,1,1.0067677829540607
202001016591,10/11/2022 15:40:25,10/11/2022 21:00:06,2,1,2,1,1,2,1,99, ,2,2,1,1, , , ,2,2,3,3,4,2,1,2, , ,2,3,99,99,2,1,2,1,1,3, , , ,3,1,3,1,1,3, , , , , ,3,2,1,2,1,2,1,0, ,50, ,2,2, , , , , , ,2,1,4,1,4,1,3,3,3,3,3,3,4,1,2,1,3,3,3, ,3,2, , ,99,99,2,2,1,1,4, , , , ,2,2,3,1,1,3,3,3,3,3,2,1, ,3,2,2,1,3,7,2,2,2,1,6,2, ,1,1,1,1,1,2,12, ,3,6,3,2,2,4,1,2,4,5,2,2,1,0.7227233403148543
202001016602,10/13/2022 11:06:44,10/13/2022 11:16:06,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2, , ,4,3,1, ,3, , , , ,2,4,4,1,1,1, , , ,1,2,1, , , , , , ,1,1,1,1,2,1,1,1,2,2,2,4,75, ,0, ,2,2,2,2,2,2,3,3, ,1,3,2,2,1,1,4,1,1,1,1,1,1,1,1,2,1,3,2, , ,3,3,4,4,1,1,2,1,1,2,5,2,2,2,3,3,3,2,2,2,2,2,2,1,1, ,5,1,2,1,2,3,2,1,1,2,3,2, ,1,1,1,1,1,6,1,1,1,2,1, ,1,1,1,1,9,2,1,2,3,1.7711454852083883
202001016620,10/11/2022 21:24:02,10/11/2022 21:32:21,2,1,2,1,2,2,2,2,2,1,2,2,2, , , ,2,1,3,2,4,4,2, ,3, ,2,2,3,5,2,4,4,2,4,1, , , ,3,4,1,3,3,3, , , , , ,3,1,1,2,3,1,4,50, ,50, ,3,2, , , , , , ,2,2,2,3,3,3,2,2,3,2,2,3,2,1,1,2,2,3,2, ,3,2, , ,3,2,1,2,3,2,3, , , , ,2,3,3,2,3,2,3,2,2,2,2,2,1,3, ,2,1,1,2,1,2,1,1,6,2, ,1,1,1,1,1,6,5, ,4,5,3,1,1,1,1,2,9,2,5,2,3,1.951676131806469
202001016682,10/11/2022 18:43:26,10/11/2022 22:12:20,2,1,2,1,1,1,2,1,2,1,1,1,1, , , ,1,2,4,4,2, ,3, , , , ,3,4,4,3,1,3,1,3,3, , , ,3,3,2,2,3,3, , , , , ,2,1,2,2,3,1,3,20, ,30, ,2,2, , , , , , ,2,1,4,1,3,1,2,2,3,2,2,2,2,1,1,1,1,1,2, ,2,1, , ,4,3,1,2,1,1,1,2,3,3,3,1,3,2,2,3,2,1,2,2,2,1,2,2,5, ,2,1,2,4,1,1,1,1,6,2, ,1,1,1,1,1,2,1,2,1,4,3,2,2,3,1,2,9,3,1,2,3,1.3294817662782088
202001016770,10/15/2022 10:14:25,10/15/2022 10:25:49,1,1,2,1,1,2,2,2,2,2,2,1,2, , , ,1,1,3,4,3, ,3, , , , ,3,5,5,4,4,4,4,4,1, , , ,1,1,2,2,1,4, , , , , ,3,2,1,2,2,2,1,0, ,50, ,1,2, , , , , , ,3,1,2,3,1,3,1,3,2,1,1,2,2,1,1,1,1,2,2, ,3,1, , ,4,2,1,1,1,1,1,3,2,2,2,3,2,3,1,3,2,2,2,1,2,2,1, ,5,3,2,1,1,2,2,2,1,2,3,1,4,4,5,3,1,4,1,2,2,2,6,3,2,2,4,2, ,9,4,1,2,2,1.6378439302922996
202001016785,10/13/2022 15:29:53,10/13/2022 15:47:31,2,1,1,1,2,2,2,1,1,2,99,99,99,2,1,2, , ,1,1,2, ,1,4, , ,2,3,5,3,1,1,2, , , ,1,1,3, , , , , , ,1,1,1,1,2,2,2,1,1,3,1,2,0, ,75, ,1,1,1,1,1,1,2,2, ,1,3,1,3,3,1,3,2,2,2,1,1,1,2,1,2,1,2,2, , ,3,3,2,2,2,2,1,3,1,3,2,3,1,3,1,1,1,2,2,1,2,1,2,99,1, ,1,2,2,1,2,3,1,3,2,2,3,2, ,1,1,1,1,1,1,2,2,2,5,2, ,2,3,1,2,9,3,2,2,3,0.7015842065192326
202001016811,10/11/2022 15:48:59,10/11/2022 16:03:10,1,1,2,1,2,2,2,2,1,1,2,2,1, , , ,2,2,2,2,1, ,1,2, , ,2,2,3,5,3,1,1,2,1,2, , , ,2,3,1,1,1,1, , , , , ,1,1,2,1,3,2,4,80, ,0, ,2,4, , , , , , ,1,2,4,2,2,3,2,3,3,1,2,4,3,2,1,2,3,1,3, ,4,2, , ,3,2,1,1,4,1,1,1,2,2,2,1,1,4,3,4,2,3,3,3,4,2,1, ,3,1,2,1,1,2,1,3,2,1,5,2, ,4,1,1,1,4,1,4,2,4,5,3,1,1,1,1,1,9,2,1,2,3,1.4583124664729508
202001016832,10/11/2022 15:22:02,10/11/2022 15:39:35,2,1,2,1,1,2,2,2,1,1,1,1,1, , , ,1,1,2,2,2, ,1,3, ,1,2,2,3,4,2,1,1,1,2,3, , , ,2,3,2,1,3,2, , , , , ,1,1,2,2,2,1,3,50, ,0, ,1,1, , , , , , ,2,2,3,3,3,3,1,2,2,1,1,2,2,1,1,1,1,1,2, ,2,1, , ,1,2,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1, ,3,2,2,1,4,9,2,2,2,2,4,1,1,4,1,3,1,4,6,2,2,2,5,3,1,1,2,1,2,7,3,1,2,2,1.0844724348415806
202001016849,10/11/2022 23:35:28,10/15/2022 12:22:21,2,1,2,1,1,2,2,1,2,2,1,2,2, , , ,2,2,2,1,2, ,1,3, ,2,2,1,2,4,2,1,2,2,1,1, , , ,1,1,3,1,1,4, , , , , ,2,1,1,2,3,2,1,0, ,70, ,1,2, , , , , , ,1,1,3,3,1,3,2,1,2,2,1,2,2,1,2,1,3,1,2, ,1,1, , ,3,3,2,1,2,1,1,1,2,1,2,2,2,2,1,1,3,2,1,2,2,1,1, ,1,2,2,1,4,9,2,3,1,1,6,2, ,4,3,5,1,4,1,10, ,3,6,3,2,2,3,1,2,9,3,1,1,3,0.22626801312297662
202001016956,10/13/2022 11:32:54,10/13/2022 12:26:28,2,1,1,1,1,2,2,1,1,2,99,99,99,99,99,99, , ,1,1,2, ,1,2, , ,2,3,4,3,1,2,2, , , ,2,2,2, , , , , , ,2,2,2,1,1,2,2,1,1,3,2,1,0, ,90, ,2,3,1,1,1,1,2,2, ,1,2,3,2,3,2,2,2,2,3,2,4,1,2,1,3,3,1,1, , ,3,3,1,2,2,2,1,2,1,1,3,2,1,2,2,3,1,3,3,2,2,2,2,1,1, ,1,2,2,1,1,1,2,2,2,1,5,2, ,1,1,1,1,1,1,12, ,3,6,2, ,2,4,1,2,9,4,1,1,3,1.0723125267562095
202001016986,10/11/2022 15:19:23,10/11/2022 15:38:52,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2, , ,2,2, , , , , , , , ,3,3, , , , , , , , , , , , , , , , , , , , ,1,1,1,2,3,2,1,45, ,30, ,2,3,1,2,2,1,3,4, ,2,3,2,3,1,1,1,3,1,1,1,2,1,2,2,1,3,2,2, , ,3,2,3,3,2,2,3,1,1,2,2,1,2,3,2,3,3,1,3,1,2,1,2,1, , , , ,2,1,3,5,2,1,1,2,3,1,7,3,1,3,2,4,6,1,1,1,2,4,1,1,2, , ,6,3,1,1,2,1.320512960630032
202001016990,10/13/2022 11:17:58,10/13/2022 11:30:04,1,1,2,1,1,2,2,99, ,2,1,1,1, , , ,99,2,3,1,4,2,3, , , , ,3,4,4,2,1,2,1,1,2, , , ,1,2,2,1,1,99, , , , , ,99,2,1,2,3,1,1,0, ,55, ,1,2, , , , , , ,1,2,3,2,2,3,2,2,1,1,1,3,2,1,99,1,2,2,1, ,1,1, , ,2,2,2,1,1,2,1,2,3,1,3,3,2,1,2,3,1,1,3,1,3,2,2,2,3, ,2,1,1,1,2,99,1,1,5,2, ,4,3,5,1,4,3,12, ,3,5,3,2,2,4,2, ,99,4,1,1,99,0.13280905541223628
202001017095,10/11/2022 15:26:24,10/11/2022 15:36:29,2,1,1,1,1,2,2,2,1,1,1,1,2,2,99,2, , ,4,4,2, ,1,2, , ,2,3,3,3,1,1,1, , , ,1,1,2, , , , , , ,2,2,2,2,3,1,2,2,1,1,1,3,0, ,50, ,3,3,1,1,2,1,2,3, ,2,4,2,4,3,1,2,1,1,2,1,3,2,1,2,2,2,2,2, , ,1,3,2,2,1,1,1,1,2,3,2,2,4,2,2,2,2,2,2,2,3,3,3,2,1, ,3,2,1,1,1,1,3,2,2,3,2,2, ,1,1,1,1,1,2,12, ,3,6,3,1,1,2,1,2,1,3,2,2,1,0.8999469321815956
202001017106,10/11/2022 15:24:58,10/11/2022 15:35:14,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2, , ,4,1,4,2,3, , , , ,3,4,4,1,2,2, , , ,1,1,2, , , , , , ,1,1,1,1,1,2,2,1,2,1,2,1,0, ,44, ,2,4,1,2,1,2,2,3, ,1,4,3,4,1,2,1,1,3,3,1,2,1,2,1,3,2,1,3, , ,3,3,3,3,1,1,1,1,2,2,2,1,2,3,3,3,3,2,2,2,1,1,2,1,2,2,4, ,2,2,2,4,2,1,2,2,3,2, ,1,1,1,1,1,6,10, ,3,6,2, ,2,4,2, ,3,5,1,2,2,1.2388639003713193
202001017138,10/11/2022 16:07:04,10/11/2022 16:28:14,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1, , ,3,2,2, ,3, , , , ,3,3,3,2,2,2, , , ,2,2,2, , , , , , ,2,2,2,2,3,3,2,1,2,1,2,1,0, ,50, ,2,2,1,2,1,2,2,2, ,1,3,3,3,3,1,2,2,2,1,1,3,1,2,2,3,3,1,2, , ,3,3,3,3,1,1,1,2,3, , , , ,2,3,2,3,2,2,2,2,2,3,2,1, ,4,2,2,1,3,7,1,1,2,3,2,1,1,1,1,3,1,1,2,12, ,3,6,2, ,2,4,1,2,4,4,1,2,1,1.7446167404669315
202001017145,10/13/2022 11:55:20,10/13/2022 12:33:49,3,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2, , ,1,1,2, ,1,1, , ,2,1,5,1,2,1,3, , , ,1,1,3, , , , , , ,1,3,1,2,2,2,2,1,2,1,2,1,0, ,80, ,1,1,1,1,1,1,1,1, ,2,2,3,2,3,2,2,1,2,2,1,2,1,2,1,3,1,1,1, , ,3,3,1,1,2,2,1,1,5, , , , ,3,1,1,1,1,1,1,1,1,1,1,1, ,1,2,2,1,3,5,2,4,2,2,3,2, ,1,1,1,1,1,5,1,1,1,2,3,2,2,3,1,2,3,3,5,2,1,0.9056986708869826
202001017409,10/11/2022 16:56:25,10/11/2022 17:13:23,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2, , ,1,1,2, ,1,2, , ,2,3,5,3,1,1,1, , , ,1,1,4, , , , , , ,1,2,1,2,1,2,2,1,1,1,1,2,0, ,80, ,2,3,1,1,1,1,1,2, ,1,4,2,4,2,1,1,3,1,1,1,2,2,2,1,3,3,1,3, , ,3,1,2,4,2,1,1,1,1,3,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1, ,1,2,2,2,3,6,3,3,1,3,2,2, ,1,1,1,1,1,1,11, ,4,6,2, ,2,4,1,2,2,5,2,2,2,0.7587787385689579
202001017428,10/15/2022 09:27:09,10/15/2022 09:48:45,2,1,2,1,1,2,2,2,1,1,1,2,2, , , ,1,1,2,1,1, ,1,1, , ,2,2,99,3,2,1,1,1,4,4, , , ,2,1,1,1,2,2, , , , , ,3,2,2,2,2,1,2,60, ,20, ,1,2, , , , , , ,3,1,4,3,2,1,1,1,1,1,1,1,1,2,1,2,3,3,1, ,2,1, , ,3,3,1,1,2,1,1,3,1,1,2,3,2,2,3,2,1,1,1,1,1,2,1, ,3,1,2,1,3,7,1,2,2,2,4,2, ,1,1,1,1,1,5,3,2,4,2,1, ,1,1,1,1,2,2,1,1,2,1.5332065631218625
